cnt,ir,red,green,hr,spo2,temp,battery
87461,154208,127648,21152,0,0,0,0
87481,154188,127633,21135,0,0,0,0
87501,154201,127641,21157,0,0,0,0
87521,154178,127650,21149,0,0,0,0
87541,154180,127634,21135,0,0,0,0
87561,154203,127635,21151,0,0,0,0
87581,154193,127635,21151,0,0,0,0
87601,154195,127648,21152,0,0,0,0
87621,154189,127637,21154,0,0,0,0
87641,154198,127630,21140,0,0,0,0
87661,154203,127662,21152,0,0,0,0
87681,154199,127652,21154,0,0,0,0
87701,154176,127630,21135,0,0,0,0
87721,154194,127630,21146,0,0,0,0
87741,154181,127628,21147,0,0,0,0
87772,154222,127649,21154,98,0,0,0
87781,154197,127630,21140,0,0,0,0
87801,154176,127614,21141,0,0,0,0
87821,154219,127649,21154,0,0,0,0
87841,154188,127646,21137,0,0,0,0
87861,154198,127651,21160,0,0,0,0
87881,154210,127640,21157,0,0,0,0
87901,154164,127621,21130,0,0,0,0
87921,154212,127670,21154,0,0,0,0
87941,154191,127650,21141,0,0,0,0
87961,154201,127640,21158,0,0,0,0
87981,154197,127667,21148,0,0,0,0
88001,154185,127636,21158,0,0,0,0
88021,154211,127635,21171,0,0,0,0
88041,154161,127629,21140,0,0,0,0
88061,154232,127647,21151,0,0,0,0
88081,154200,127630,21143,0,0,0,0
88101,154199,127636,21142,0,0,0,0
88121,154201,127641,21147,0,0,0,0
88141,154190,127640,21147,0,0,0,0
88161,154200,127655,21144,0,0,0,0
88181,154194,127637,21149,0,0,0,0
88201,154210,127641,21127,0,0,0,0
88221,154189,127644,21153,0,0,0,0
88241,154228,127651,21144,0,0,0,0
88261,154158,127632,21135,0,0,0,0
88281,154223,127652,21160,0,0,0,0
88301,154150,127626,21153,0,0,0,0
88321,154211,127638,21157,0,0,0,0
88341,154197,127638,21144,0,0,0,0
88361,154189,127628,21151,0,0,0,0
88381,154218,127660,21154,0,0,0,0
88401,154187,127625,21135,0,0,0,0
88421,154207,127657,21166,0,0,0,0
88441,154205,127647,21148,0,0,0,0
88461,154190,127646,21146,0,0,0,0
88481,154192,127641,21147,0,0,0,0
88501,154181,127634,21128,0,0,0,0
88521,154187,127624,21151,0,0,0,0
88541,154204,127650,21142,0,0,0,0
88561,154184,127624,21140,0,0,0,0
88581,154195,127641,21139,0,0,0,0
88601,154201,127627,21145,0,0,0,0
88621,154181,127614,21151,0,0,0,0
88641,154192,127644,21149,0,0,0,0
88661,154174,127625,21133,0,0,0,0
88681,154183,127677,21156,0,0,0,0
88701,154205,127635,21147,0,0,0,0
88721,154176,127639,21147,0,0,0,0
88741,154228,127594,21141,0,0,0,0
88761,154246,127632,21144,0,0,0,0
88781,154233,127646,21155,0,0,0,0
88801,154220,127608,21131,0,0,0,0
88821,154178,127639,21144,0,0,0,0
88841,154147,127633,21145,0,0,0,0
88861,154128,127639,21146,0,0,0,0
88881,154194,127652,21194,0,0,0,0
88901,154174,127652,21191,0,0,0,0
88921,154212,127656,21183,0,0,0,0
88941,154191,127651,21171,0,0,0,0
88961,154204,127645,21151,0,0,0,0
88981,154146,127621,21137,0,0,0,0
89001,154257,127680,21132,0,0,0,0
89021,154161,127618,21137,0,0,0,0
89041,154228,127675,21154,0,0,0,0
89061,154214,127632,21158,0,0,0,0
89081,154168,127632,21155,0,0,0,0
89101,154214,127672,21143,0,0,0,0
89121,154184,127623,21154,0,0,0,0
89141,154194,127647,21144,0,0,0,0
89161,154210,127640,21160,0,0,0,0
89181,154205,127649,21150,0,0,0,0
89201,154185,127645,21136,0,0,0,0
89221,154222,127648,21151,0,0,0,0
89241,154189,127655,21129,0,0,0,0
89261,154202,127633,21143,0,0,0,0
89281,154200,127636,21151,0,0,0,0
89301,154205,127648,21147,0,0,0,0
89321,154197,127636,21153,0,0,0,0
89341,154200,127655,21132,0,0,0,0
89361,154196,127653,21149,0,0,0,0
89381,154310,127692,21177,0,0,0,0
89401,153761,127344,21086,0,0,0,0
89421,154615,127916,21208,0,0,0,0
89441,153801,127383,21095,0,0,0,0
89461,154544,127893,21198,0,0,0,0
89481,153925,127409,21123,0,0,0,0
89501,154362,127783,21160,0,0,0,0
89521,154120,127550,21148,0,0,0,0
89541,154141,127629,21141,0,0,0,0
89561,154298,127682,21163,0,0,0,0
89581,154068,127559,21126,0,0,0,0
89601,154284,127692,21162,0,0,0,0
89621,154091,127576,21133,0,0,0,0
89641,154255,127710,21154,0,0,0,0
89661,154117,127592,21136,0,0,0,0
89681,154208,127665,21158,0,0,0,0
89701,154194,127635,21139,0,0,0,0
89721,154168,127616,21149,0,0,0,0
89741,154242,127704,21156,0,0,0,0
89761,154265,127664,21160,0,0,0,0
89781,154009,127526,21117,0,0,0,0
89801,154404,127787,21169,0,0,0,0
89821,153928,127439,21137,0,0,0,0
89841,154344,127768,21173,0,0,0,0
89861,154142,127582,21134,0,0,0,0
89881,154077,127573,21132,0,0,0,0
89901,154306,127719,21178,0,0,0,0
89921,154098,127555,21126,0,0,0,0
89941,154236,127671,21158,0,0,0,0
89961,154177,127626,21143,0,0,0,0
89981,154160,127623,21164,0,0,0,0
90001,154208,127658,21162,0,0,0,0
90021,154164,127608,21155,0,0,0,0
90041,154197,127659,21147,0,0,0,0
90061,154173,127637,21151,0,0,0,0
90081,154191,127629,21155,0,0,0,0
90101,154184,127642,21150,0,0,0,0
90121,154170,127648,21139,0,0,0,0
90141,154191,127624,21142,0,0,0,0
90161,154175,127633,21140,0,0,0,0
90181,154182,127621,21162,0,0,0,0
90201,154191,127642,21147,0,0,0,0
90221,154192,127636,21150,0,0,0,0
90241,154197,127642,21156,0,0,0,0
90261,154184,127638,21140,0,0,0,0
90281,154171,127623,21162,0,0,0,0
90301,154196,127653,21155,0,0,0,0
90321,154176,127629,21139,0,0,0,0
90341,154180,127643,21141,0,0,0,0
90361,154195,127627,21147,0,0,0,0
90381,154177,127627,21157,0,0,0,0
90401,154212,127637,21152,0,0,0,0
90421,154159,127626,21136,0,0,0,0
90441,154175,127626,21163,0,0,0,0
90461,154203,127635,21145,0,0,0,0
90481,154177,127637,21161,0,0,0,0
90501,154185,127625,21158,0,0,0,0
90521,154176,127645,21136,0,0,0,0
90541,154203,127642,21153,0,0,0,0
90561,154187,127645,21152,0,0,0,0
90581,154174,127618,21144,0,0,0,0
90601,154183,127622,21160,0,0,0,0
90621,154187,127639,21146,0,0,0,0
90641,154169,127659,21166,0,0,0,0
90661,154187,127680,21145,0,0,0,0
90681,154158,127665,21136,0,0,0,0
90701,154173,127614,21164,0,0,0,0
90721,154212,127590,21145,0,0,0,0
90741,154220,127602,21147,0,0,0,0
90772,154192,127610,21152,96,74,0,0
90781,154133,127646,21134,0,0,0,0
90801,154166,127616,21141,0,0,0,0
90821,154122,127641,21144,0,0,0,0
90841,154149,127626,21197,0,0,0,0
90861,154144,127643,21175,0,0,0,0
90881,154128,127649,21179,0,0,0,0
90901,154178,127632,21141,0,0,0,0
90921,154166,127629,21124,0,0,0,0
90941,154180,127632,21130,0,0,0,0
90961,154185,127625,21123,0,0,0,0
90981,154185,127627,21154,0,0,0,0
91001,154166,127647,21132,0,0,0,0
91021,154200,127631,21146,0,0,0,0
91041,154147,127621,21145,0,0,0,0
91061,154203,127657,21144,0,0,0,0
91081,154160,127616,21157,0,0,0,0
91101,154206,127647,21152,0,0,0,0
91121,154150,127616,21150,0,0,0,0
91141,154187,127639,21153,0,0,0,0
91161,154192,127647,21140,0,0,0,0
91181,154177,127626,21155,0,0,0,0
91201,154189,127635,21156,0,0,0,0
91221,154173,127628,21149,0,0,0,0
91241,154204,127638,21168,0,0,0,0
91261,154173,127638,21142,0,0,0,0
91281,154177,127620,21153,0,0,0,0
91301,154164,127630,21146,0,0,0,0
91321,154174,127651,21134,0,0,0,0
91341,154172,127629,21147,0,0,0,0
91361,154180,127643,21149,0,0,0,0
91381,154187,127634,21145,0,0,0,0
91401,154171,127640,21152,0,0,0,0
91421,154200,127652,21147,0,0,0,0
91441,154178,127622,21144,0,0,0,0
91461,154198,127652,21139,0,0,0,0
91481,154160,127611,21149,0,0,0,0
91501,154181,127650,21155,0,0,0,0
91521,154182,127638,21130,0,0,0,0
91541,154179,127612,21149,0,0,0,0
91561,154189,127630,21131,0,0,0,0
91581,154179,127614,21151,0,0,0,0
91601,154174,127627,21151,0,0,0,0
91621,154169,127629,21154,0,0,0,0
91641,154174,127610,21158,0,0,0,0
91661,154172,127629,21153,0,0,0,0
91681,154178,127635,21132,0,0,0,0
91701,154191,127630,21150,0,0,0,0
91721,154173,127639,21144,0,0,0,0
91741,154185,127623,21153,0,0,0,0
91761,154182,127640,21141,0,0,0,0
91781,154204,127644,21143,0,0,0,0
91801,154174,127626,21166,0,0,0,0
91821,154199,127634,21142,0,0,0,0
91841,154170,127625,21139,0,0,0,0
91861,154171,127618,21149,0,0,0,0
91881,154177,127641,21144,0,0,0,0
91901,154171,127631,21161,0,0,0,0
91921,154175,127637,21137,0,0,0,0
91941,154209,127635,21150,0,0,0,0
91961,154182,127625,21156,0,0,0,0
91981,154200,127646,21140,0,0,0,0
92001,154178,127624,21142,0,0,0,0
92030,154183,127634,21147,0,0,0,0
92041,154161,127615,21153,0,0,0,0
92061,154194,127630,21142,0,0,0,0
92081,154156,127626,21136,0,0,0,0
92119,154187,127621,21144,0,0,0,0
92141,154175,127606,21145,0,0,0,0
92161,154188,127639,21151,0,0,0,0
92181,154221,127657,21163,0,0,0,0
92201,154127,127593,21129,0,0,0,0
92221,154238,127648,21157,0,0,0,0
92241,154155,127621,21143,0,0,0,0
92261,154178,127626,21137,0,0,0,0
92281,154265,127670,21160,0,0,0,0
92301,154132,127597,21131,0,0,0,0
92321,154175,127622,21154,0,0,0,0
92341,154191,127626,21152,0,0,0,0
92361,154144,127615,21135,0,0,0,0
92381,154225,127663,21171,0,0,0,0
92401,154122,127618,21133,0,0,0,0
92421,154230,127665,21160,0,0,0,0
92441,154124,127594,21156,0,0,0,0
92461,154183,127637,21129,0,0,0,0
92481,154229,127660,21159,0,0,0,0
92501,154146,127606,21142,0,0,0,0
92521,154212,127642,21157,0,0,0,0
92541,154179,127622,21154,0,0,0,0
92561,154167,127613,21149,0,0,0,0
92581,154175,127611,21165,0,0,0,0
92601,154214,127637,21146,0,0,0,0
92621,154144,127645,21134,0,0,0,0
92641,154209,127648,21156,0,0,0,0
92661,154172,127625,21139,0,0,0,0
92681,154202,127689,21148,0,0,0,0
92701,154171,127547,21139,0,0,0,0
92721,154189,127606,21168,0,0,0,0
92741,154194,127643,21149,0,0,0,0
92761,154227,127645,21152,0,0,0,0
92781,154113,127594,21146,0,0,0,0
92801,154205,127646,21137,0,0,0,0
92821,154124,127629,21160,0,0,0,0
92841,154156,127643,21194,0,0,0,0
92861,154108,127585,21146,0,0,0,0
92881,154191,127633,21145,0,0,0,0
92901,154124,127588,21143,0,0,0,0
92921,154223,127681,21121,0,0,0,0
92941,154127,127588,21128,0,0,0,0
92961,154183,127646,21138,0,0,0,0
92981,154195,127643,21138,0,0,0,0
93001,154155,127612,21131,0,0,0,0
93021,154204,127648,21159,0,0,0,0
93041,154070,127560,21134,0,0,0,0
93061,154276,127696,21155,0,0,0,0
93081,154098,127560,21140,0,0,0,0
93101,154194,127649,21157,0,0,0,0
93121,154208,127649,21155,0,0,0,0
93141,154097,127567,21139,0,0,0,0
93161,154229,127662,21181,0,0,0,0
93181,154131,127604,21142,0,0,0,0
93201,154179,127611,21150,0,0,0,0
93221,154200,127640,21156,0,0,0,0
93241,154151,127608,21147,0,0,0,0
93261,154198,127637,21132,0,0,0,0
93281,154181,127643,21156,0,0,0,0
93301,154153,127605,21144,0,0,0,0
93321,154193,127628,21141,0,0,0,0
93341,154175,127609,21142,0,0,0,0
93361,154174,127611,21149,0,0,0,0
93381,154185,127639,21138,0,0,0,0
93401,154144,127628,21156,0,0,0,0
93421,154173,127617,21146,0,0,0,0
93441,154180,127649,21145,0,0,0,0
93461,154156,127625,21143,0,0,0,0
93481,154180,127626,21153,0,0,0,0
93501,154178,127619,21153,0,0,0,0
93521,154174,127623,21162,0,0,0,0
93541,154160,127621,21131,0,0,0,0
93561,154160,127625,21140,0,0,0,0
93581,154176,127641,21139,0,0,0,0
93601,154160,127617,21150,0,0,0,0
93621,154190,127633,21170,0,0,0,0
93641,154184,127625,21139,0,0,0,0
93661,154161,127616,21149,0,0,0,0
93681,154202,127657,21148,0,0,0,0
